,Start Date,End Date,Location,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,2020,2021,2022,Income_per_Capita
2118,01/01/2020,09/23/2023,"Montgomery, NY",5,36,57,36057,Distribution of all-cause deaths (%),2469,250,0.933,0.015,,0.005,,0.043,,Micropolitan,45579.0,47853.0,46909.0,46780.333333333336
2119,01/01/2020,09/23/2023,"Montgomery, NY",5,36,57,36057,Distribution of COVID-19 deaths (%),2469,250,0.936,,,,,,,Micropolitan,45579.0,47853.0,46909.0,46780.333333333336
2120,01/01/2020,09/23/2023,"Montgomery, NY",5,36,57,36057,Distribution of population (%),2469,250,0.796,0.023,0.003,0.009,0.001,0.154,0.015,Micropolitan,45579.0,47853.0,46909.0,46780.333333333336
2121,01/01/2020,09/23/2023,"Nassau, NY",2,36,59,36059,Distribution of all-cause deaths (%),49111,6850,0.709,0.143,0.0,0.055,0.0,0.085,0.007,Large fringe metro,91828.0,97155.0,99864.0,96282.33333333331
2122,01/01/2020,09/23/2023,"Nassau, NY",2,36,59,36059,Distribution of COVID-19 deaths (%),49111,6850,0.595,0.184,,0.071,,0.142,0.008,Large fringe metro,91828.0,97155.0,99864.0,96282.33333333331
2123,01/01/2020,09/23/2023,"Nassau, NY",2,36,59,36059,Distribution of population (%),49111,6850,0.577,0.117,0.001,0.114,0.0,0.175,0.015,Large fringe metro,91828.0,97155.0,99864.0,96282.33333333331
2124,01/01/2020,09/23/2023,"New York, NY",1,36,61,36061,Distribution of all-cause deaths (%),58568,7644,0.407,0.214,0.0,0.091,0.0,0.25,0.038,Large central metro,162457.0,193617.0,186848.0,180974.0
2125,01/01/2020,09/23/2023,"New York, NY",1,36,61,36061,Distribution of COVID-19 deaths (%),58568,7644,0.317,0.202,,0.101,,0.342,0.037,Large central metro,162457.0,193617.0,186848.0,180974.0
2126,01/01/2020,09/23/2023,"New York, NY",1,36,61,36061,Distribution of population (%),58568,7644,0.47,0.124,0.001,0.127,0.0,0.256,0.021,Large central metro,162457.0,193617.0,186848.0,180974.0
2127,01/01/2020,09/23/2023,"Niagara, NY",2,36,63,36063,Distribution of all-cause deaths (%),8400,641,0.891,0.076,0.012,0.006,,0.011,0.004,Large fringe metro,50213.0,52103.0,51747.0,51354.333333333336
2128,01/01/2020,09/23/2023,"Niagara, NY",2,36,63,36063,Distribution of COVID-19 deaths (%),8400,641,0.849,0.117,,,,,,Large fringe metro,50213.0,52103.0,51747.0,51354.333333333336
2129,01/01/2020,09/23/2023,"Niagara, NY",2,36,63,36063,Distribution of population (%),8400,641,0.847,0.071,0.01,0.012,0.0,0.035,0.026,Large fringe metro,50213.0,52103.0,51747.0,51354.333333333336
2130,01/01/2020,09/23/2023,"Oneida, NY",3,36,65,36065,Distribution of all-cause deaths (%),11051,1083,0.917,0.043,0.002,0.014,,0.019,0.004,Medium metro,49571.0,52571.0,51637.0,51259.666666666664
2131,01/01/2020,09/23/2023,"Oneida, NY",3,36,65,36065,Distribution of COVID-19 deaths (%),11051,1083,0.895,0.044,,0.024,,0.032,,Medium metro,49571.0,52571.0,51637.0,51259.666666666664
2132,01/01/2020,09/23/2023,"Oneida, NY",3,36,65,36065,Distribution of population (%),11051,1083,0.811,0.062,0.002,0.041,0.0,0.064,0.02,Medium metro,49571.0,52571.0,51637.0,51259.666666666664
2133,01/01/2020,09/23/2023,"Onondaga, NY",3,36,67,36067,Distribution of all-cause deaths (%),22220,1882,0.872,0.086,0.008,0.011,,0.018,0.005,Medium metro,57781.0,60952.0,60414.0,59715.666666666664
2134,01/01/2020,09/23/2023,"Onondaga, NY",3,36,67,36067,Distribution of COVID-19 deaths (%),22220,1882,0.858,0.089,0.008,0.017,,0.027,,Medium metro,57781.0,60952.0,60414.0,59715.666666666664
2135,01/01/2020,09/23/2023,"Onondaga, NY",3,36,67,36067,Distribution of population (%),22220,1882,0.762,0.11,0.007,0.038,0.0,0.054,0.029,Medium metro,57781.0,60952.0,60414.0,59715.666666666664
2136,01/01/2020,09/23/2023,"Ontario, NY",2,36,69,36069,Distribution of all-cause deaths (%),4526,355,0.958,0.022,,0.004,,0.014,,Large fringe metro,58637.0,61937.0,61885.0,60819.666666666664
2137,01/01/2020,09/23/2023,"Ontario, NY",2,36,69,36069,Distribution of COVID-19 deaths (%),4526,355,0.958,0.028,,,,,,Large fringe metro,58637.0,61937.0,61885.0,60819.666666666664
2138,01/01/2020,09/23/2023,"Ontario, NY",2,36,69,36069,Distribution of population (%),4526,355,0.893,0.023,0.002,0.014,0.0,0.052,0.016,Large fringe metro,58637.0,61937.0,61885.0,60819.666666666664
2139,01/01/2020,09/23/2023,"Orange, NY",2,36,71,36071,Distribution of all-cause deaths (%),11492,1422,0.781,0.093,0.002,0.014,,0.101,0.008,Large fringe metro,55350.0,57555.0,58136.0,57013.666666666664
2140,01/01/2020,09/23/2023,"Orange, NY",2,36,71,36071,Distribution of COVID-19 deaths (%),11492,1422,0.666,0.14,,0.023,,0.16,0.008,Large fringe metro,55350.0,57555.0,58136.0,57013.666666666664
2141,01/01/2020,09/23/2023,"Orange, NY",2,36,71,36071,Distribution of population (%),11492,1422,0.618,0.108,0.002,0.029,0.0,0.222,0.021,Large fringe metro,55350.0,57555.0,58136.0,57013.666666666664
2142,01/01/2020,09/23/2023,"Oswego, NY",3,36,75,36075,Distribution of all-cause deaths (%),2993,185,0.984,0.004,,,,0.006,0.004,Medium metro,45759.0,47944.0,47279.0,46994.0
2143,01/01/2020,09/23/2023,"Oswego, NY",3,36,75,36075,Distribution of COVID-19 deaths (%),2993,185,0.984,,,,,,,Medium metro,45759.0,47944.0,47279.0,46994.0
2144,01/01/2020,09/23/2023,"Oswego, NY",3,36,75,36075,Distribution of population (%),2993,185,0.936,0.01,0.004,0.007,0.0,0.028,0.015,Medium metro,45759.0,47944.0,47279.0,46994.0
2145,01/01/2020,09/23/2023,"Otsego, NY",5,36,77,36077,Distribution of all-cause deaths (%),3250,258,0.966,0.011,,,,0.017,0.003,Micropolitan,50514.0,51035.0,49618.0,50389.0
2146,01/01/2020,09/23/2023,"Otsego, NY",5,36,77,36077,Distribution of COVID-19 deaths (%),3250,258,0.95,,,,,,,Micropolitan,50514.0,51035.0,49618.0,50389.0
2147,01/01/2020,09/23/2023,"Otsego, NY",5,36,77,36077,Distribution of population (%),3250,258,0.909,0.022,0.002,0.014,0.001,0.04,0.013,Micropolitan,50514.0,51035.0,49618.0,50389.0
2148,01/01/2020,09/23/2023,"Putnam, NY",2,36,79,36079,Distribution of all-cause deaths (%),1954,140,0.899,0.027,,0.009,,0.059,0.005,Large fringe metro,75547.0,78363.0,80309.0,78073.0
2149,01/01/2020,09/23/2023,"Putnam, NY",2,36,79,36079,Distribution of COVID-19 deaths (%),1954,140,0.843,,,,,0.093,,Large fringe metro,75547.0,78363.0,80309.0,78073.0
2150,01/01/2020,09/23/2023,"Putnam, NY",2,36,79,36079,Distribution of population (%),1954,140,0.76,0.031,0.001,0.022,0.0,0.171,0.014,Large fringe metro,75547.0,78363.0,80309.0,78073.0
2151,01/01/2020,09/23/2023,"Queens, NY",1,36,81,36081,Distribution of all-cause deaths (%),55948,9680,0.38,0.224,0.0,0.186,,0.181,0.028,Large central metro,51882.0,56313.0,54261.0,54152.0
2152,01/01/2020,09/23/2023,"Queens, NY",1,36,81,36081,Distribution of COVID-19 deaths (%),55948,9680,0.297,0.203,,0.213,,0.253,0.033,Large central metro,51882.0,56313.0,54261.0,54152.0
2153,01/01/2020,09/23/2023,"Queens, NY",1,36,81,36081,Distribution of population (%),55948,9680,0.246,0.179,0.004,0.27,0.001,0.279,0.021,Large central metro,51882.0,56313.0,54261.0,54152.0
2154,01/01/2020,09/23/2023,"Rensselaer, NY",3,36,83,36083,Distribution of all-cause deaths (%),5871,348,0.914,0.059,,0.005,,0.015,0.005,Medium metro,53673.0,56271.0,55976.0,55306.666666666664
2155,01/01/2020,09/23/2023,"Rensselaer, NY",3,36,83,36083,Distribution of COVID-19 deaths (%),5871,348,0.879,0.086,,,,,,Medium metro,53673.0,56271.0,55976.0,55306.666666666664
2156,01/01/2020,09/23/2023,"Rensselaer, NY",3,36,83,36083,Distribution of population (%),5871,348,0.822,0.072,0.002,0.028,0.0,0.054,0.022,Medium metro,53673.0,56271.0,55976.0,55306.666666666664
2157,01/01/2020,09/23/2023,"Richmond, NY",1,36,85,36085,Distribution of all-cause deaths (%),15610,2405,0.719,0.094,,0.053,,0.095,0.038,Large central metro,59317.0,62959.0,62469.0,61581.666666666664
2158,01/01/2020,09/23/2023,"Richmond, NY",1,36,85,36085,Distribution of COVID-19 deaths (%),15610,2405,0.682,0.103,,0.057,,0.125,0.032,Large central metro,59317.0,62959.0,62469.0,61581.666666666664
2159,01/01/2020,09/23/2023,"Richmond, NY",1,36,85,36085,Distribution of population (%),15610,2405,0.586,0.094,0.001,0.115,0.0,0.187,0.016,Large central metro,59317.0,62959.0,62469.0,61581.666666666664
2160,01/01/2020,09/23/2023,"Rockland, NY",2,36,87,36087,Distribution of all-cause deaths (%),9025,1384,0.729,0.125,,0.038,,0.104,0.004,Large fringe metro,64228.0,67108.0,67860.0,66398.66666666667
2161,01/01/2020,09/23/2023,"Rockland, NY",2,36,87,36087,Distribution of COVID-19 deaths (%),9025,1384,0.634,0.163,,0.046,,0.155,,Large fringe metro,64228.0,67108.0,67860.0,66398.66666666667
2162,01/01/2020,09/23/2023,"Rockland, NY",2,36,87,36087,Distribution of population (%),9025,1384,0.626,0.111,0.001,0.061,0.0,0.185,0.014,Large fringe metro,64228.0,67108.0,67860.0,66398.66666666667
2163,01/01/2020,09/23/2023,"St. Lawrence, NY",5,36,89,36089,Distribution of all-cause deaths (%),3962,289,0.966,0.008,0.013,,,0.006,0.005,Micropolitan,42651.0,45294.0,44328.0,44091.0
2164,01/01/2020,09/23/2023,"St. Lawrence, NY",5,36,89,36089,Distribution of COVID-19 deaths (%),3962,289,0.955,,,,,,,Micropolitan,42651.0,45294.0,44328.0,44091.0
2165,01/01/2020,09/23/2023,"St. Lawrence, NY",5,36,89,36089,Distribution of population (%),3962,289,0.919,0.022,0.009,0.011,0.0,0.024,0.013,Micropolitan,42651.0,45294.0,44328.0,44091.0
2166,01/01/2020,09/23/2023,"Saratoga, NY",3,36,91,36091,Distribution of all-cause deaths (%),6172,360,0.97,0.012,,0.007,,0.008,0.002,Medium metro,69305.0,74404.0,74991.0,72900.0
2167,01/01/2020,09/23/2023,"Saratoga, NY",3,36,91,36091,Distribution of COVID-19 deaths (%),6172,360,0.972,,,,,,,Medium metro,69305.0,74404.0,74991.0,72900.0
2168,01/01/2020,09/23/2023,"Saratoga, NY",3,36,91,36091,Distribution of population (%),6172,360,0.899,0.018,0.002,0.028,0.0,0.034,0.018,Medium metro,69305.0,74404.0,74991.0,72900.0
2169,01/01/2020,09/23/2023,"Schenectady, NY",3,36,93,36093,Distribution of all-cause deaths (%),6368,448,0.865,0.082,,0.016,,0.029,0.007,Medium metro,53155.0,57088.0,57198.0,55813.666666666664
2170,01/01/2020,09/23/2023,"Schenectady, NY",3,36,93,36093,Distribution of COVID-19 deaths (%),6368,448,0.853,0.08,,,,0.036,,Medium metro,53155.0,57088.0,57198.0,55813.666666666664
2171,01/01/2020,09/23/2023,"Schenectady, NY",3,36,93,36093,Distribution of population (%),6368,448,0.718,0.114,0.005,0.051,0.002,0.077,0.034,Medium metro,53155.0,57088.0,57198.0,55813.666666666664
2172,01/01/2020,09/23/2023,"Steuben, NY",5,36,101,36101,Distribution of all-cause deaths (%),3934,294,0.969,0.019,,0.004,,0.005,0.003,Micropolitan,51262.0,54359.0,54247.0,53289.333333333336
2173,01/01/2020,09/23/2023,"Steuben, NY",5,36,101,36101,Distribution of COVID-19 deaths (%),3934,294,0.976,,,,,,,Micropolitan,51262.0,54359.0,54247.0,53289.333333333336
2174,01/01/2020,09/23/2023,"Steuben, NY",5,36,101,36101,Distribution of population (%),3934,294,0.932,0.016,0.002,0.016,0.0,0.018,0.016,Micropolitan,51262.0,54359.0,54247.0,53289.333333333336
2175,01/01/2020,09/23/2023,"Suffolk, NY",2,36,103,36103,Distribution of all-cause deaths (%),53567,6755,0.824,0.068,0.001,0.02,,0.082,0.005,Large fringe metro,78701.0,82301.0,84201.0,81734.33333333333
2176,01/01/2020,09/23/2023,"Suffolk, NY",2,36,103,36103,Distribution of COVID-19 deaths (%),53567,6755,0.733,0.089,,0.025,,0.147,0.006,Large fringe metro,78701.0,82301.0,84201.0,81734.33333333333
2177,01/01/2020,09/23/2023,"Suffolk, NY",2,36,103,36103,Distribution of population (%),53567,6755,0.66,0.076,0.002,0.042,0.0,0.205,0.014,Large fringe metro,78701.0,82301.0,84201.0,81734.33333333333
2178,01/01/2020,09/23/2023,"Sullivan, NY",6,36,105,36105,Distribution of all-cause deaths (%),2294,158,0.816,0.085,,0.009,,0.081,0.009,Noncore,50941.0,53931.0,54451.0,53107.666666666664
2179,01/01/2020,09/23/2023,"Sullivan, NY",6,36,105,36105,Distribution of COVID-19 deaths (%),2294,158,0.715,0.12,,,,0.133,,Noncore,50941.0,53931.0,54451.0,53107.666666666664
2180,01/01/2020,09/23/2023,"Sullivan, NY",6,36,105,36105,Distribution of population (%),2294,158,0.702,0.083,0.003,0.019,0.0,0.171,0.022,Noncore,50941.0,53931.0,54451.0,53107.666666666664
2181,01/01/2020,09/23/2023,"Tompkins, NY",4,36,109,36109,Distribution of all-cause deaths (%),2780,157,0.924,0.038,,0.017,,0.014,0.005,Small metro,50472.0,50527.0,51169.0,50722.666666666664
2182,01/01/2020,09/23/2023,"Tompkins, NY",4,36,109,36109,Distribution of COVID-19 deaths (%),2780,157,0.936,,,,,,,Small metro,50472.0,50527.0,51169.0,50722.666666666664
2183,01/01/2020,09/23/2023,"Tompkins, NY",4,36,109,36109,Distribution of population (%),2780,157,0.77,0.041,0.003,0.1,0.0,0.054,0.032,Small metro,50472.0,50527.0,51169.0,50722.666666666664
2184,01/01/2020,09/23/2023,"Ulster, NY",4,36,111,36111,Distribution of all-cause deaths (%),5462,333,0.901,0.047,,0.006,,0.038,0.006,Small metro,58285.0,61224.0,62270.0,60593.0
2185,01/01/2020,09/23/2023,"Ulster, NY",4,36,111,36111,Distribution of COVID-19 deaths (%),5462,333,0.874,0.06,,,,0.057,,Small metro,58285.0,61224.0,62270.0,60593.0
2186,01/01/2020,09/23/2023,"Ulster, NY",4,36,111,36111,Distribution of population (%),5462,333,0.782,0.06,0.002,0.02,0.0,0.11,0.024,Small metro,58285.0,61224.0,62270.0,60593.0
2187,01/01/2020,09/23/2023,"Warren, NY",4,36,113,36113,Distribution of all-cause deaths (%),3845,311,0.979,0.008,,0.004,,0.007,,Small metro,58485.0,61193.0,60743.0,60140.333333333336
2188,01/01/2020,09/23/2023,"Warren, NY",4,36,113,36113,Distribution of COVID-19 deaths (%),3845,311,0.977,,,,,,,Small metro,58485.0,61193.0,60743.0,60140.333333333336
2189,01/01/2020,09/23/2023,"Warren, NY",4,36,113,36113,Distribution of population (%),3845,311,0.933,0.012,0.002,0.009,0.0,0.029,0.015,Small metro,58485.0,61193.0,60743.0,60140.333333333336
2190,01/01/2020,09/23/2023,"Wayne, NY",2,36,117,36117,Distribution of all-cause deaths (%),2567,188,0.931,0.04,,,,0.024,,Large fringe metro,51420.0,54281.0,53837.0,53179.333333333336
2191,01/01/2020,09/23/2023,"Wayne, NY",2,36,117,36117,Distribution of COVID-19 deaths (%),2567,188,0.915,0.053,,,,,,Large fringe metro,51420.0,54281.0,53837.0,53179.333333333336
2192,01/01/2020,09/23/2023,"Wayne, NY",2,36,117,36117,Distribution of population (%),2567,188,0.895,0.028,0.002,0.007,0.0,0.047,0.02,Large fringe metro,51420.0,54281.0,53837.0,53179.333333333336
2193,01/01/2020,09/23/2023,"Westchester, NY",2,36,119,36119,Distribution of all-cause deaths (%),29384,3987,0.7,0.147,0.0,0.027,,0.121,0.005,Large fringe metro,111340.0,119841.0,124029.0,118403.33333333331
2194,01/01/2020,09/23/2023,"Westchester, NY",2,36,119,36119,Distribution of COVID-19 deaths (%),29384,3987,0.599,0.16,,0.032,,0.203,0.005,Large fringe metro,111340.0,119841.0,124029.0,118403.33333333331
2195,01/01/2020,09/23/2023,"Westchester, NY",2,36,119,36119,Distribution of population (%),29384,3987,0.522,0.138,0.001,0.064,0.0,0.258,0.016,Large fringe metro,111340.0,119841.0,124029.0,118403.33333333331
2196,01/01/2020,09/23/2023,"Wyoming, NY",6,36,121,36121,Distribution of all-cause deaths (%),1296,101,0.986,,,,,,,Noncore,45902.0,50025.0,50254.0,48727.0
2197,01/01/2020,09/23/2023,"Wyoming, NY",6,36,121,36121,Distribution of COVID-19 deaths (%),1296,101,0.97,,,,,,,Noncore,45902.0,50025.0,50254.0,48727.0
2198,01/01/2020,09/23/2023,"Wyoming, NY",6,36,121,36121,Distribution of population (%),1296,101,0.897,0.051,0.003,0.005,0.0,0.035,0.009,Noncore,45902.0,50025.0,50254.0,48727.0
2199,01/01/2020,09/23/2023,"Adams, OH",6,39,1,39001,Distribution of all-cause deaths (%),1200,104,0.992,,,,,,,Noncore,39936.0,44026.0,43431.0,42464.333333333336
2200,01/01/2020,09/23/2023,"Adams, OH",6,39,1,39001,Distribution of COVID-19 deaths (%),1200,104,1.0,,,,,,,Noncore,39936.0,44026.0,43431.0,42464.333333333336
2201,01/01/2020,09/23/2023,"Adams, OH",6,39,1,39001,Distribution of population (%),1200,104,0.961,0.005,0.005,0.003,0.0,0.011,0.014,Noncore,39936.0,44026.0,43431.0,42464.333333333336
2202,01/01/2020,09/23/2023,"Allen, OH",4,39,3,39003,Distribution of all-cause deaths (%),6324,914,0.904,0.079,0.002,0.002,,0.01,0.003,Small metro,46952.0,49896.0,50195.0,49014.333333333336
2203,01/01/2020,09/23/2023,"Allen, OH",4,39,3,39003,Distribution of COVID-19 deaths (%),6324,914,0.907,0.07,,,,0.018,,Small metro,46952.0,49896.0,50195.0,49014.333333333336
2204,01/01/2020,09/23/2023,"Allen, OH",4,39,3,39003,Distribution of population (%),6324,914,0.801,0.124,0.002,0.008,0.0,0.035,0.029,Small metro,46952.0,49896.0,50195.0,49014.333333333336
2205,01/01/2020,09/23/2023,"Ashland, OH",5,39,5,39005,Distribution of all-cause deaths (%),2135,219,0.979,0.015,,,,,,Micropolitan,44253.0,47250.0,47118.0,46207.0
2206,01/01/2020,09/23/2023,"Ashland, OH",5,39,5,39005,Distribution of COVID-19 deaths (%),2135,219,0.986,,,,,,,Micropolitan,44253.0,47250.0,47118.0,46207.0
2207,01/01/2020,09/23/2023,"Ashland, OH",5,39,5,39005,Distribution of population (%),2135,219,0.953,0.008,0.002,0.007,0.001,0.016,0.013,Micropolitan,44253.0,47250.0,47118.0,46207.0
2208,01/01/2020,09/23/2023,"Ashtabula, OH",5,39,7,39007,Distribution of all-cause deaths (%),4339,474,0.95,0.033,,,,0.014,,Micropolitan,43214.0,46306.0,46316.0,45278.666666666664
2209,01/01/2020,09/23/2023,"Ashtabula, OH",5,39,7,39007,Distribution of COVID-19 deaths (%),4339,474,0.937,0.044,,,,,,Micropolitan,43214.0,46306.0,46316.0,45278.666666666664
2210,01/01/2020,09/23/2023,"Ashtabula, OH",5,39,7,39007,Distribution of population (%),4339,474,0.891,0.033,0.002,0.005,0.0,0.046,0.022,Micropolitan,43214.0,46306.0,46316.0,45278.666666666664
2211,01/01/2020,09/23/2023,"Athens, OH",5,39,9,39009,Distribution of all-cause deaths (%),1847,131,0.979,0.014,,,,,,Micropolitan,38205.0,42449.0,41866.0,40840.0
2212,01/01/2020,09/23/2023,"Athens, OH",5,39,9,39009,Distribution of COVID-19 deaths (%),1847,131,0.992,,,,,,,Micropolitan,38205.0,42449.0,41866.0,40840.0
2213,01/01/2020,09/23/2023,"Athens, OH",5,39,9,39009,Distribution of population (%),1847,131,0.898,0.028,0.002,0.029,0.0,0.019,0.023,Micropolitan,38205.0,42449.0,41866.0,40840.0
2214,01/01/2020,09/23/2023,"Auglaize, OH",5,39,11,39011,Distribution of all-cause deaths (%),1672,149,0.988,,,,,,,Micropolitan,50590.0,55346.0,55857.0,53931.0
2215,01/01/2020,09/23/2023,"Auglaize, OH",5,39,11,39011,Distribution of COVID-19 deaths (%),1672,149,0.987,,,,,,,Micropolitan,50590.0,55346.0,55857.0,53931.0
2216,01/01/2020,09/23/2023,"Auglaize, OH",5,39,11,39011,Distribution of population (%),1672,149,0.956,0.006,0.002,0.005,0.001,0.019,0.011,Micropolitan,50590.0,55346.0,55857.0,53931.0
2217,01/01/2020,09/23/2023,"Belmont, OH",4,39,13,39013,Distribution of all-cause deaths (%),2438,188,0.979,0.018,,,,,,Small metro,43560.0,46362.0,46658.0,45526.666666666664
2218,01/01/2020,09/23/2023,"Belmont, OH",4,39,13,39013,Distribution of COVID-19 deaths (%),2438,188,0.979,,,,,,,Small metro,43560.0,46362.0,46658.0,45526.666666666664
2219,01/01/2020,09/23/2023,"Belmont, OH",4,39,13,39013,Distribution of population (%),2438,188,0.925,0.04,0.002,0.005,0.0,0.011,0.016,Small metro,43560.0,46362.0,46658.0,45526.666666666664
2220,01/01/2020,09/23/2023,"Butler, OH",2,39,17,39017,Distribution of all-cause deaths (%),13308,1291,0.885,0.087,,0.015,0.001,0.01,0.001,Large fringe metro,51827.0,55095.0,55897.0,54273.0
2221,01/01/2020,09/23/2023,"Butler, OH",2,39,17,39017,Distribution of COVID-19 deaths (%),13308,1291,0.859,0.105,,0.018,,0.016,,Large fringe metro,51827.0,55095.0,55897.0,54273.0
2222,01/01/2020,09/23/2023,"Butler, OH",2,39,17,39017,Distribution of population (%),13308,1291,0.791,0.09,0.002,0.04,0.001,0.051,0.024,Large fringe metro,51827.0,55095.0,55897.0,54273.0
2223,01/01/2020,09/23/2023,"Clark, OH",4,39,23,39023,Distribution of all-cause deaths (%),6590,654,0.888,0.098,0.002,0.003,,0.007,0.002,Small metro,44342.0,47344.0,47151.0,46279.0
2224,01/01/2020,09/23/2023,"Clark, OH",4,39,23,39023,Distribution of COVID-19 deaths (%),6590,654,0.904,0.09,,,,,,Small metro,44342.0,47344.0,47151.0,46279.0
2225,01/01/2020,09/23/2023,"Clark, OH",4,39,23,39023,Distribution of population (%),6590,654,0.836,0.087,0.002,0.007,0.001,0.037,0.029,Small metro,44342.0,47344.0,47151.0,46279.0
2226,01/01/2020,09/23/2023,"Clermont, OH",2,39,25,39025,Distribution of all-cause deaths (%),5056,341,0.971,0.016,0.003,0.005,,0.004,,Large fringe metro,60894.0,61961.0,62495.0,61783.333333333336
2227,01/01/2020,09/23/2023,"Clermont, OH",2,39,25,39025,Distribution of COVID-19 deaths (%),5056,341,0.965,,,,,,,Large fringe metro,60894.0,61961.0,62495.0,61783.333333333336
2228,01/01/2020,09/23/2023,"Clermont, OH",2,39,25,39025,Distribution of population (%),5056,341,0.929,0.017,0.002,0.014,0.0,0.022,0.016,Large fringe metro,60894.0,61961.0,62495.0,61783.333333333336
2229,01/01/2020,09/23/2023,"Clinton, OH",5,39,27,39027,Distribution of all-cause deaths (%),1568,160,0.97,0.026,,,,,,Micropolitan,47523.0,50106.0,49985.0,49204.666666666664
2230,01/01/2020,09/23/2023,"Clinton, OH",5,39,27,39027,Distribution of COVID-19 deaths (%),1568,160,0.956,,,,,,,Micropolitan,47523.0,50106.0,49985.0,49204.666666666664
2231,01/01/2020,09/23/2023,"Clinton, OH",5,39,27,39027,Distribution of population (%),1568,160,0.93,0.021,0.003,0.006,0.0,0.019,0.021,Micropolitan,47523.0,50106.0,49985.0,49204.666666666664
